region,succ_name,firstCat,source,target,value
Montréal,Ste-Catherine Ouest/Stanley,Vin,Vin,Vin rouge,336
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Spiritueux,Scotch et whisky,74
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Spiritueux,Vodka,64
Montréal,Ste-Catherine Ouest/Stanley,Vin,Vin,Vin blanc,147
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Spiritueux,Liqueur et Crème,63
Montréal,Ste-Catherine Ouest/Stanley,Apéritif,Apéritif,Apéritif à base de gentiane,3
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Spiritueux,Rhum,49
Montréal,Ste-Catherine Ouest/Stanley,Champagne et mousseux,Champagne et mousseux,Champagne,16
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Spiritueux,Gin,39
Montréal,Ste-Catherine Ouest/Stanley,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,23
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Spiritueux,Téquila,17
Montréal,Ste-Catherine Ouest/Stanley,Vin,Vin,Vin rosé,11
Montréal,Ste-Catherine Ouest/Stanley,Champagne et mousseux,Champagne et mousseux,Vin mousseux,24
Montréal,Ste-Catherine Ouest/Stanley,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,8
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Porto et vin fortifié,Porto,6
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Spiritueux,Cognac et brandy,17
Montréal,Ste-Catherine Ouest/Stanley,Cidre,Cidre,Cidre mousseux,6
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Spiritueux,Eau-de-vie,6
Montréal,Ste-Catherine Ouest/Stanley,Cidre,Cidre,Cidre liquoreux,1
Montréal,Ste-Catherine Ouest/Stanley,Cidre,Cidre,Cidre de glace,4
Montréal,Ste-Catherine Ouest/Stanley,Cidre,Cidre,Cidre aromatisé,1
Montréal,Ste-Catherine Ouest/Stanley,Poiré,Poiré,Poiré de glace,1
Montréal,Ste-Catherine Ouest/Stanley,Cidre,Cidre,Cidre fort,1
Montréal,Ste-Catherine Ouest/Stanley,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,4
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Spiritueux,Alcool,1
Montréal,Ste-Catherine Ouest/Stanley,Vin de dessert,Vin de dessert,Vin de glace,3
Montréal,Ste-Catherine Ouest/Stanley,Hydromel,Hydromel,Hydromel,1
Montréal,Ste-Catherine Ouest/Stanley,Champagne et mousseux,Champagne et mousseux,Champagne rosé,3
Montréal,Ste-Catherine Ouest/Stanley,Vin de dessert,Vin de dessert,,1
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Porto et vin fortifié,Vermouth,3
Montréal,Ste-Catherine Ouest/Stanley,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,1
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,1
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Spiritueux,Alcool anisé,7
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Porto et vin fortifié,,1
Montréal,Ste-Catherine Ouest/Stanley,Apéritif,Apéritif,Apéritif à base de vin,2
Montréal,Ste-Catherine Ouest/Stanley,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Montréal,Ste-Catherine Ouest/Stanley,Saké,Saké,Saké Junmai-ginjo,1
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière,Bière ambrée,1
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière,Bière blanche,1
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière,Bière dorée,2
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière,Bière blonde,15
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière,Bière noire,1
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière,Bière brune,1
Montréal,Ste-Catherine Ouest/Stanley,Saké,Saké,Saké Fuutsu-shu,3
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Porto et vin fortifié,Xérès et Montilla-Moriles,1
Montréal,Ste-Catherine Ouest/Stanley,Article non alcoolisé,Article non alcoolisé,Sac et emballage,1
Montréal,Ste-Catherine Ouest/Stanley,Article non alcoolisé,Article non alcoolisé,Accessoires,1
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Scotch et whisky,Scotch single malt,23
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Vodka,Vodka,49
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Vodka,Vodka aromatisée,15
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Crème,15
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Liqueur amère,2
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Rhum,Rhum ambré,15
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Gin,Dry gin,33
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Rhum,Rhum épicé,14
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Rhum,Rhum blanc,11
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Scotch et whisky,Scotch blended,14
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Rhum,Rhum agricole,2
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Liqueur de café,3
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Liqueur de fruit,10
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Scotch et whisky,Whiskey américain,13
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Scotch et whisky,Whiskey irlandais,6
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Porto,Porto rouge,2
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Porto,Tawny - 10 ans,1
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Scotch et whisky,Whisky canadien,16
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Téquila,Téquila dorée,4
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Cognac et brandy,Brandy,6
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Liqueur,11
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Cognac et brandy,Cognac V.S.,4
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,5
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Boisson à l'érable,2
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Rhum,Rhum brun,6
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Boisson aux fruits,4
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Cognac et brandy,Cognac X.O.,2
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Eau-de-vie,Eau-de-vie de canne à sucre,1
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Gin,Dry gin aromatisé,6
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Boisson alcoolisée,3
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,2
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Vermouth,Vermouth blanc,2
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Liqueur de menthe,2
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Eau-de-vie,Pisco,2
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Porto,Tawny,1
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Eau-de-vie,Grappa,1
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Liqueur d'anis,1
Montréal,Ste-Catherine Ouest/Stanley,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,1
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,5
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,1
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Alcool anisé,Pastis,4
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Rhum,Rhum aromatisé,1
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Eau-de-vie,Eau-de-vie de pomme,1
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Porto,LBV,1
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Porto,Tawny - 20 ans,1
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Scotch et whisky,Whisky,1
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière ambrée,Bière ale,1
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière blanche,Bière ale,1
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière dorée,Bière ale,2
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Alcool anisé,Ouzo,2
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière blonde,Bière lager,13
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Liqueur et Crème,Liqueur d'herbe,3
Montréal,Ste-Catherine Ouest/Stanley,Spiritueux,Alcool anisé,Arak,1
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière noire,Bière ale,1
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière brune,Bière ale,1
Montréal,Ste-Catherine Ouest/Stanley,Bière,Bière blonde,Bière ale,2
Montréal,Ste-Catherine Ouest/Stanley,Porto et vin fortifié,Vermouth,Vermouth rouge,1
Abitibi-Témiscamingue,Val d'Or,Vin,Vin,Vin rouge,1146
Abitibi-Témiscamingue,Val d'Or,Vin,Vin,Vin blanc,534
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Spiritueux,Gin,154
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Spiritueux,Scotch et whisky,113
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Spiritueux,Eau-de-vie,10
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Spiritueux,Absinthe,2
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Spiritueux,Vodka,79
Abitibi-Témiscamingue,Val d'Or,Champagne et mousseux,Champagne et mousseux,Vin mousseux,80
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Spiritueux,Liqueur et Crème,162
Abitibi-Témiscamingue,Val d'Or,Apéritif,Apéritif,Apéritif à base de gentiane,8
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Spiritueux,Rhum,80
Abitibi-Témiscamingue,Val d'Or,Champagne et mousseux,Champagne et mousseux,Champagne,47
Abitibi-Témiscamingue,Val d'Or,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,63
Abitibi-Témiscamingue,Val d'Or,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,25
Abitibi-Témiscamingue,Val d'Or,Vin de dessert,Vin de dessert,,9
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Spiritueux,Téquila,27
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Spiritueux,Alcool anisé,7
Abitibi-Témiscamingue,Val d'Or,Vin,Vin,Vin rosé,68
Abitibi-Témiscamingue,Val d'Or,Bière,Bière,Bière dorée,14
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Spiritueux,Cognac et brandy,41
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto et vin fortifié,Porto,30
Abitibi-Témiscamingue,Val d'Or,Champagne et mousseux,Champagne et mousseux,Champagne rosé,6
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,3
Abitibi-Témiscamingue,Val d'Or,Cidre,Cidre,Cidre mousseux,32
Abitibi-Témiscamingue,Val d'Or,Cidre,Cidre,Cidre léger,2
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto et vin fortifié,Vermouth,12
Abitibi-Témiscamingue,Val d'Or,Poiré,Poiré,Poiré mousseux,2
Abitibi-Témiscamingue,Val d'Or,Cidre,Cidre,Cidre aromatisé,1
Abitibi-Témiscamingue,Val d'Or,Poiré,Poiré,Poiré de glace,3
Abitibi-Témiscamingue,Val d'Or,Apéritif,Apéritif,Boisson aromatisée,5
Abitibi-Témiscamingue,Val d'Or,Apéritif,Apéritif,Vin apéritif,5
Abitibi-Témiscamingue,Val d'Or,Cidre,Cidre,Cidre de glace,6
Abitibi-Témiscamingue,Val d'Or,Cidre,Cidre,Cidre fort,1
Abitibi-Témiscamingue,Val d'Or,Cidre,Cidre,Vermouth,2
Abitibi-Témiscamingue,Val d'Or,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,6
Abitibi-Témiscamingue,Val d'Or,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,4
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Spiritueux,Alcool,4
Abitibi-Témiscamingue,Val d'Or,Hydromel,Hydromel,Hydromel fortifié,1
Abitibi-Témiscamingue,Val d'Or,Cidre,Cidre,Cidre apéritif,1
Abitibi-Témiscamingue,Val d'Or,Hydromel,Hydromel,Hydromel,4
Abitibi-Témiscamingue,Val d'Or,Hydromel,Hydromel,Hydromel aromatisé,2
Abitibi-Témiscamingue,Val d'Or,Vin de dessert,Vin de dessert,Vin de glace,4
Abitibi-Témiscamingue,Val d'Or,Apéritif,Apéritif,Apéritif à base de vin,6
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto et vin fortifié,,5
Abitibi-Témiscamingue,Val d'Or,Hydromel,Hydromel,Hydromel mousseux,1
Abitibi-Témiscamingue,Val d'Or,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Abitibi-Témiscamingue,Val d'Or,Saké,Saké,Saké Junmai-ginjo,3
Abitibi-Témiscamingue,Val d'Or,Bière,Bière,Bière blonde,37
Abitibi-Témiscamingue,Val d'Or,Bière,Bière,Bière rousse,4
Abitibi-Témiscamingue,Val d'Or,Article non alcoolisé,Article non alcoolisé,Accessoires,4
Abitibi-Témiscamingue,Val d'Or,Bière,Bière,Bière blanche,7
Abitibi-Témiscamingue,Val d'Or,Bière,Bière,Bière rouge,4
Abitibi-Témiscamingue,Val d'Or,Bière,Bière,Bière ambrée,7
Abitibi-Témiscamingue,Val d'Or,Champagne et mousseux,Champagne et mousseux,Vin mousseux rouge,1
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto et vin fortifié,Marsala,2
Abitibi-Témiscamingue,Val d'Or,Vin de dessert,Vin de dessert,Sauternes,2
Abitibi-Témiscamingue,Val d'Or,Bière,Bière,Bière brune,9
Abitibi-Témiscamingue,Val d'Or,Bière,Bière,Bière noire,11
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto et vin fortifié,Muscat,2
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto et vin fortifié,Banyuls,3
Abitibi-Témiscamingue,Val d'Or,Saké,Saké,Saké Ginjo,1
Abitibi-Témiscamingue,Val d'Or,Saké,Saké,Saké Fuutsu-shu,3
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto et vin fortifié,Xérès et Montilla-Moriles,4
Abitibi-Témiscamingue,Val d'Or,Saké,Saké,Saké Junmai-daiginjo,1
Abitibi-Témiscamingue,Val d'Or,Saké,Saké,Saké Junmai,2
Abitibi-Témiscamingue,Val d'Or,Saké,Saké,Saké Honjozo,1
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto et vin fortifié,Mistelle de raisin,1
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto et vin fortifié,Maury,2
Abitibi-Témiscamingue,Val d'Or,Bière,Bière,Bière jaune,1
Abitibi-Témiscamingue,Val d'Or,Article non alcoolisé,Article non alcoolisé,Sac et emballage,3
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Gin,Dry gin,116
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Scotch et whisky,Scotch single malt,22
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Vodka,Vodka,57
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Vodka,Vodka aromatisée,22
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Crème,28
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Liqueur amère,9
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Rhum,Rhum ambré,21
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Rhum,Rhum aromatisé,2
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Rhum,Rhum épicé,22
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Rhum,Rhum blanc,14
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Scotch et whisky,Scotch blended,24
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Rhum,Rhum agricole,6
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Liqueur de café,2
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Liqueur de fruit,33
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Alcool anisé,Pastis,6
Abitibi-Témiscamingue,Val d'Or,Bière,Bière dorée,Bière ale,7
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Gin,Dry gin aromatisé,26
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Cognac et brandy,Calvados,3
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Scotch et whisky,Whiskey américain,25
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto,Porto blanc,1
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto,Porto rouge,2
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto,Tawny,2
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto,Tawny - 10 ans,7
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto,Tawny - 20 ans,4
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Scotch et whisky,Whisky canadien,24
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Rhum,Rhum brun,13
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Boisson alcoolisée,7
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Téquila,Téquila dorée,8
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,3
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,7
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Cognac et brandy,Brandy,19
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Vermouth,Vermouth rouge,6
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,4
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Liqueur,33
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Cognac et brandy,Cognac V.S.,8
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Liqueur de menthe,7
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Gin,Genièvre,9
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,9
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Cognac et brandy,Brandy de fruit,1
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Gin,Genièvre aromatisé,3
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Liqueur d'herbe,10
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Eau-de-vie,Eau-de-vie d'érable,1
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Boisson à l'érable,4
Abitibi-Témiscamingue,Val d'Or,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin,4
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Boisson aux fruits,10
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto,LBV,2
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Scotch et whisky,Whiskey irlandais,9
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Liqueur d'anis,4
Abitibi-Témiscamingue,Val d'Or,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,2
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Vermouth,Vermouth blanc,6
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Liqueur de pomme,1
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Eau-de-vie,Grappa,2
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Cognac et brandy,Cognac X.O.,3
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Scotch et whisky,Whisky,2
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Eau-de-vie,Pisco,1
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Rhum,Rhum doré,1
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Alcool anisé,Arak,1
Abitibi-Témiscamingue,Val d'Or,Bière,Bière blonde,Bière lager,22
Abitibi-Témiscamingue,Val d'Or,Bière,Bière rousse,Bière ale,3
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Rhum,Rhum noir,1
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Scotch et whisky,Scotch blended malt,3
Abitibi-Témiscamingue,Val d'Or,Bière,Bière blanche,Bière ale,7
Abitibi-Témiscamingue,Val d'Or,Bière,Bière rouge,Bière spontanée,4
Abitibi-Témiscamingue,Val d'Or,Bière,Bière dorée,Bière spontanée,5
Abitibi-Témiscamingue,Val d'Or,Bière,Bière ambrée,Bière ale,7
Abitibi-Témiscamingue,Val d'Or,Bière,Bière blonde,Bière ale,15
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Eau-de-vie,Eau-de-vie de raisin,1
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto,Porto rosé,2
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto,Tawny - 40 ans,2
Abitibi-Témiscamingue,Val d'Or,Bière,Bière brune,Bière ale,9
Abitibi-Témiscamingue,Val d'Or,Bière,Bière noire,Bière ale,11
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto,Ruby,1
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Muscat,Muscat de Rivesaltes,1
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Banyuls,Banyuls,3
Abitibi-Témiscamingue,Val d'Or,Bière,Bière rousse,Bière lager,1
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Eau-de-vie,Kirsh,1
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto,Tawny (colheita),2
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Porto,Vintage,5
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Xérès et Montilla-Moriles,Fino,1
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Xérès et Montilla-Moriles,Cream,1
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Liqueur et Crème,Liqueur de cacao ou de chocolat,1
Abitibi-Témiscamingue,Val d'Or,Bière,Bière jaune,Bière spontanée,1
Abitibi-Témiscamingue,Val d'Or,Bière,Bière dorée,Bière lager,2
Abitibi-Témiscamingue,Val d'Or,Spiritueux,Eau-de-vie,Eau-de-vie de canne à sucre,1
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Xérès et Montilla-Moriles,Amontillado,1
Abitibi-Témiscamingue,Val d'Or,Porto et vin fortifié,Muscat,Moscatel de Setúbal,1
Montréal,Halles de la Gare,Vin,Vin,Vin rouge,382
Montréal,Halles de la Gare,Spiritueux,Spiritueux,Scotch et whisky,72
Montréal,Halles de la Gare,Spiritueux,Spiritueux,Vodka,44
Montréal,Halles de la Gare,Vin,Vin,Vin blanc,221
Montréal,Halles de la Gare,Spiritueux,Spiritueux,Liqueur et Crème,66
Montréal,Halles de la Gare,Apéritif,Apéritif,Apéritif à base de gentiane,3
Montréal,Halles de la Gare,Spiritueux,Spiritueux,Rhum,44
Montréal,Halles de la Gare,Champagne et mousseux,Champagne et mousseux,Champagne,16
Montréal,Halles de la Gare,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,35
Montréal,Halles de la Gare,Vin de dessert,Vin de dessert,,1
Montréal,Halles de la Gare,Spiritueux,Spiritueux,Gin,40
Montréal,Halles de la Gare,Vin,Vin,Vin rosé,25
Montréal,Halles de la Gare,Champagne et mousseux,Champagne et mousseux,Vin mousseux,33
Montréal,Halles de la Gare,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,8
Montréal,Halles de la Gare,Bière,Bière,Bière dorée,5
Montréal,Halles de la Gare,Spiritueux,Spiritueux,Cognac et brandy,18
Montréal,Halles de la Gare,Porto et vin fortifié,Porto et vin fortifié,Porto,7
Montréal,Halles de la Gare,Spiritueux,Spiritueux,Téquila,11
Montréal,Halles de la Gare,Champagne et mousseux,Champagne et mousseux,Champagne rosé,5
Montréal,Halles de la Gare,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,2
Montréal,Halles de la Gare,Poiré,Poiré,Poiré de glace,1
Montréal,Halles de la Gare,Cidre,Cidre,Cidre de glace,4
Montréal,Halles de la Gare,Cidre,Cidre,Cidre mousseux,7
Montréal,Halles de la Gare,Cidre,Cidre,Cidre liquoreux,1
Montréal,Halles de la Gare,Vin de dessert,Vin de dessert,Vin de glace,3
Montréal,Halles de la Gare,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,3
Montréal,Halles de la Gare,Spiritueux,Spiritueux,Alcool,2
Montréal,Halles de la Gare,Hydromel,Hydromel,Hydromel aromatisé,1
Montréal,Halles de la Gare,Hydromel,Hydromel,Hydromel,1
Montréal,Halles de la Gare,Porto et vin fortifié,Porto et vin fortifié,Vermouth,3
Montréal,Halles de la Gare,Spiritueux,Spiritueux,Eau-de-vie,4
Montréal,Halles de la Gare,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,1
Montréal,Halles de la Gare,Spiritueux,Spiritueux,Alcool anisé,6
Montréal,Halles de la Gare,Apéritif,Apéritif,Apéritif à base de vin,1
Montréal,Halles de la Gare,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Montréal,Halles de la Gare,Bière,Bière,Bière blonde,15
Montréal,Halles de la Gare,Bière,Bière,Bière rousse,1
Montréal,Halles de la Gare,Bière,Bière,Bière blanche,4
Montréal,Halles de la Gare,Bière,Bière,Bière rouge,1
Montréal,Halles de la Gare,Article non alcoolisé,Article non alcoolisé,Accessoires,3
Montréal,Halles de la Gare,Porto et vin fortifié,Porto et vin fortifié,Marsala,1
Montréal,Halles de la Gare,Vin de dessert,Vin de dessert,Sauternes,1
Montréal,Halles de la Gare,Bière,Bière,Bière noire,2
Montréal,Halles de la Gare,Bière,Bière,Bière brune,3
Montréal,Halles de la Gare,Saké,Saké,Saké Junmai,2
Montréal,Halles de la Gare,Bière,Bière,Bière ambrée,1
Montréal,Halles de la Gare,Article non alcoolisé,Article non alcoolisé,Sac et emballage,1
Montréal,Halles de la Gare,Saké,Saké,Saké Fuutsu-shu,1
