region,succ_name,firstCat,source,target,value
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Spiritueux,Gin,52
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Spiritueux,Vodka,51
Montérégie,Brossard - Boul. de la Grande Allée,Vin,Vin,Vin blanc,202
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Spiritueux,Liqueur et Crème,67
Montérégie,Brossard - Boul. de la Grande Allée,Apéritif,Apéritif,Apéritif à base de gentiane,2
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Spiritueux,Rhum,59
Montérégie,Brossard - Boul. de la Grande Allée,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,34
Montérégie,Brossard - Boul. de la Grande Allée,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,6
Montérégie,Brossard - Boul. de la Grande Allée,Vin de dessert,Vin de dessert,,2
Montérégie,Brossard - Boul. de la Grande Allée,Vin,Vin,Vin rosé,22
Montérégie,Brossard - Boul. de la Grande Allée,Champagne et mousseux,Champagne et mousseux,Vin mousseux,26
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Spiritueux,Cognac et brandy,22
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Porto et vin fortifié,Porto,12
Montérégie,Brossard - Boul. de la Grande Allée,Champagne et mousseux,Champagne et mousseux,Champagne rosé,2
Montérégie,Brossard - Boul. de la Grande Allée,Cidre,Cidre,Cidre mousseux,16
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Porto et vin fortifié,Vermouth,8
Montérégie,Brossard - Boul. de la Grande Allée,Cidre,Cidre,Cidre aromatisé,1
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Spiritueux,Téquila,7
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Spiritueux,Absinthe,1
Montérégie,Brossard - Boul. de la Grande Allée,Champagne et mousseux,Champagne et mousseux,Champagne,7
Montérégie,Brossard - Boul. de la Grande Allée,Cidre,Cidre,Cidre de glace,3
Montérégie,Brossard - Boul. de la Grande Allée,Cidre,Cidre,Vermouth,1
Montérégie,Brossard - Boul. de la Grande Allée,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,4
Montérégie,Brossard - Boul. de la Grande Allée,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,4
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Spiritueux,Alcool,1
Montérégie,Brossard - Boul. de la Grande Allée,Vin de dessert,Vin de dessert,Vin de glace,2
Montérégie,Brossard - Boul. de la Grande Allée,Hydromel,Hydromel,Hydromel,1
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,2
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Spiritueux,Eau-de-vie,4
Montérégie,Brossard - Boul. de la Grande Allée,Cidre,Cidre,Cidre léger,1
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Spiritueux,Alcool anisé,6
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Porto et vin fortifié,,3
Montérégie,Brossard - Boul. de la Grande Allée,Apéritif,Apéritif,Apéritif à base de vin,2
Montérégie,Brossard - Boul. de la Grande Allée,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière,Bière blonde,14
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière,Bière blanche,3
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière,Bière rouge,2
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière,Bière dorée,4
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière,Bière ambrée,3
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Porto et vin fortifié,Marsala,1
Montérégie,Brossard - Boul. de la Grande Allée,Vin de dessert,Vin de dessert,Sauternes,1
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière,Bière noire,1
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière,Bière jaune,1
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Porto et vin fortifié,Banyuls,1
Montérégie,Brossard - Boul. de la Grande Allée,Article non alcoolisé,Article non alcoolisé,Accessoires,2
Montérégie,Brossard - Boul. de la Grande Allée,Article non alcoolisé,Article non alcoolisé,Sac et emballage,3
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Scotch et whisky,Scotch single malt,10
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Gin,Dry gin,35
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Vodka,Vodka,42
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Vodka,Vodka aromatisée,9
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Crème,17
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Rhum,Rhum ambré,21
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Rhum,Rhum épicé,18
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Rhum,Rhum blanc,10
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Scotch et whisky,Scotch blended,14
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Rhum,Rhum agricole,1
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Liqueur de fruit,11
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Gin,Dry gin aromatisé,13
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Cognac et brandy,Calvados,1
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Scotch et whisky,Whiskey américain,10
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Porto,Porto blanc,2
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Porto,Tawny,2
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Porto,Tawny - 10 ans,5
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Liqueur amère,3
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Scotch et whisky,Whisky canadien,9
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Rhum,Rhum brun,8
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Cognac et brandy,Brandy,10
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Vermouth,Vermouth rouge,3
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Cognac et brandy,Cognac V.S.,4
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Téquila,Téquila dorée,2
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Gin,Genièvre,3
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,4
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Liqueur,13
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Gin,Genièvre aromatisé,1
Montérégie,Brossard - Boul. de la Grande Allée,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin,2
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Boisson aux fruits,7
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Cognac et brandy,Cognac X.O.,2
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Boisson à l'érable,1
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Scotch et whisky,Whiskey irlandais,3
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,4
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,2
Montérégie,Brossard - Boul. de la Grande Allée,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,2
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Boisson alcoolisée,3
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,3
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Vermouth,Vermouth blanc,5
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Liqueur de menthe,2
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Cognac et brandy,Brandy de pomme,1
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Eau-de-vie,Pisco,1
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Liqueur de café,1
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Alcool anisé,Pastis,2
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Rhum,Rhum aromatisé,1
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Porto,LBV,1
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Porto,Tawny - 20 ans,2
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière blonde,Bière lager,13
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Alcool anisé,Arak,3
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière blanche,Bière ale,3
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière rouge,Bière spontanée,2
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière dorée,Bière spontanée,1
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière ambrée,Bière ale,3
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière dorée,Bière ale,3
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Scotch et whisky,Whisky,1
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Alcool anisé,Ouzo,1
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Liqueur et Crème,Liqueur d'herbe,2
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Eau-de-vie,Grappa,2
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière noire,Bière ale,1
Montérégie,Brossard - Boul. de la Grande Allée,Spiritueux,Eau-de-vie,Kirsh,1
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière blonde,Bière ale,1
Montérégie,Brossard - Boul. de la Grande Allée,Bière,Bière jaune,Bière ale,1
Montérégie,Brossard - Boul. de la Grande Allée,Porto et vin fortifié,Banyuls,Banyuls,1
Montérégie,Promenades Saint-Bruno,Vin,Vin,Vin rouge,641
Montérégie,Promenades Saint-Bruno,Spiritueux,Spiritueux,Gin,49
Montérégie,Promenades Saint-Bruno,Vin,Vin,Vin blanc,320
Montérégie,Promenades Saint-Bruno,Spiritueux,Spiritueux,Scotch et whisky,62
Montérégie,Promenades Saint-Bruno,Spiritueux,Spiritueux,Vodka,49
Montérégie,Promenades Saint-Bruno,Spiritueux,Spiritueux,Liqueur et Crème,86
Montérégie,Promenades Saint-Bruno,Apéritif,Apéritif,Apéritif à base de gentiane,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Spiritueux,Rhum,45
Montérégie,Promenades Saint-Bruno,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,31
Montérégie,Promenades Saint-Bruno,Vin de dessert,Vin de dessert,,2
Montérégie,Promenades Saint-Bruno,Vin,Vin,Vin rosé,23
Montérégie,Promenades Saint-Bruno,Champagne et mousseux,Champagne et mousseux,Vin mousseux,45
Montérégie,Promenades Saint-Bruno,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,10
Montérégie,Promenades Saint-Bruno,Spiritueux,Spiritueux,Cognac et brandy,25
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto et vin fortifié,Porto,18
Montérégie,Promenades Saint-Bruno,Spiritueux,Spiritueux,Téquila,10
Montérégie,Promenades Saint-Bruno,Champagne et mousseux,Champagne et mousseux,Champagne,21
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,4
Montérégie,Promenades Saint-Bruno,Cidre,Cidre,Cidre mousseux,18
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto et vin fortifié,Vermouth,7
Montérégie,Promenades Saint-Bruno,Cidre,Cidre,Cidre aromatisé,1
Montérégie,Promenades Saint-Bruno,Vin de dessert,Vin de dessert,Vin de glace,4
Montérégie,Promenades Saint-Bruno,Poiré,Poiré,Poiré de glace,2
Montérégie,Promenades Saint-Bruno,Cidre,Cidre,Cidre de glace,5
Montérégie,Promenades Saint-Bruno,Cidre,Cidre,Cidre fort,1
Montérégie,Promenades Saint-Bruno,Cidre,Cidre,Vermouth,2
Montérégie,Promenades Saint-Bruno,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,3
Montérégie,Promenades Saint-Bruno,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,4
Montérégie,Promenades Saint-Bruno,Poiré,Poiré,Poiré mousseux,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Spiritueux,Alcool,1
Montérégie,Promenades Saint-Bruno,Hydromel,Hydromel,Hydromel,1
Montérégie,Promenades Saint-Bruno,Apéritif,Apéritif,Apéritif à base de vin,4
Montérégie,Promenades Saint-Bruno,Spiritueux,Spiritueux,Eau-de-vie,3
Montérégie,Promenades Saint-Bruno,Spiritueux,Spiritueux,Absinthe,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Spiritueux,Alcool anisé,4
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto et vin fortifié,,1
Montérégie,Promenades Saint-Bruno,Poiré,Poiré,Poiré fort,1
Montérégie,Promenades Saint-Bruno,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Montérégie,Promenades Saint-Bruno,Bière,Bière,Bière blonde,23
Montérégie,Promenades Saint-Bruno,Bière,Bière,Bière rousse,1
Montérégie,Promenades Saint-Bruno,Bière,Bière,Bière dorée,6
Montérégie,Promenades Saint-Bruno,Bière,Bière,Bière rouge,2
Montérégie,Promenades Saint-Bruno,Bière,Bière,Bière ambrée,2
Montérégie,Promenades Saint-Bruno,Article non alcoolisé,Article non alcoolisé,Accessoires,3
Montérégie,Promenades Saint-Bruno,Champagne et mousseux,Champagne et mousseux,Vin mousseux rouge,1
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto et vin fortifié,Marsala,1
Montérégie,Promenades Saint-Bruno,Vin de dessert,Vin de dessert,Sauternes,2
Montérégie,Promenades Saint-Bruno,Bière,Bière,Bière noire,2
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto et vin fortifié,Banyuls,1
Montérégie,Promenades Saint-Bruno,Champagne et mousseux,Champagne et mousseux,Champagne rosé,1
Montérégie,Promenades Saint-Bruno,Saké,Saké,Saké Fuutsu-shu,1
Montérégie,Promenades Saint-Bruno,Bière,Bière,Bière blanche,2
Montérégie,Promenades Saint-Bruno,Saké,Saké,Saké Junmai-ginjo,1
Montérégie,Promenades Saint-Bruno,Bière,Bière,Bière brune,1
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto et vin fortifié,Madère,1
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto et vin fortifié,Maury,1
Montérégie,Promenades Saint-Bruno,Saké,Saké,Saké Honjozo,1
Montérégie,Promenades Saint-Bruno,Bière,Bière,Bière jaune,1
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto et vin fortifié,Xérès et Montilla-Moriles,1
Montérégie,Promenades Saint-Bruno,Article non alcoolisé,Article non alcoolisé,Sac et emballage,1
Montérégie,Promenades Saint-Bruno,Saké,Saké,Saké Ginjo,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Gin,Dry gin,38
Montérégie,Promenades Saint-Bruno,Spiritueux,Scotch et whisky,Scotch single malt,14
Montérégie,Promenades Saint-Bruno,Spiritueux,Vodka,Vodka,38
Montérégie,Promenades Saint-Bruno,Spiritueux,Vodka,Vodka aromatisée,11
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Crème,19
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Liqueur amère,4
Montérégie,Promenades Saint-Bruno,Spiritueux,Rhum,Rhum ambré,13
Montérégie,Promenades Saint-Bruno,Spiritueux,Rhum,Rhum aromatisé,2
Montérégie,Promenades Saint-Bruno,Spiritueux,Rhum,Rhum épicé,16
Montérégie,Promenades Saint-Bruno,Spiritueux,Rhum,Rhum blanc,7
Montérégie,Promenades Saint-Bruno,Spiritueux,Scotch et whisky,Scotch blended,16
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Liqueur de café,3
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Liqueur de fruit,11
Montérégie,Promenades Saint-Bruno,Spiritueux,Cognac et brandy,Calvados,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Scotch et whisky,Whiskey américain,14
Montérégie,Promenades Saint-Bruno,Spiritueux,Scotch et whisky,Whiskey irlandais,4
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto,Porto rouge,2
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto,Tawny,2
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto,Tawny - 10 ans,6
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto,Tawny - 20 ans,2
Montérégie,Promenades Saint-Bruno,Spiritueux,Scotch et whisky,Whisky canadien,13
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Boisson alcoolisée,6
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,3
Montérégie,Promenades Saint-Bruno,Spiritueux,Cognac et brandy,Brandy,13
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Vermouth,Vermouth rouge,4
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,4
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Liqueur,13
Montérégie,Promenades Saint-Bruno,Spiritueux,Cognac et brandy,Cognac V.S.,5
Montérégie,Promenades Saint-Bruno,Spiritueux,Téquila,Téquila dorée,2
Montérégie,Promenades Saint-Bruno,Spiritueux,Gin,Genièvre,2
Montérégie,Promenades Saint-Bruno,Spiritueux,Rhum,Rhum brun,5
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,7
Montérégie,Promenades Saint-Bruno,Spiritueux,Gin,Dry gin aromatisé,9
Montérégie,Promenades Saint-Bruno,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Boisson aux fruits,8
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto,LBV,3
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Boisson à l'érable,2
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Liqueur de menthe,4
Montérégie,Promenades Saint-Bruno,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,4
Montérégie,Promenades Saint-Bruno,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,2
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Vermouth,Vermouth blanc,3
Montérégie,Promenades Saint-Bruno,Spiritueux,Cognac et brandy,Brandy de pomme,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Eau-de-vie,Pisco,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Eau-de-vie,Grappa,2
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Liqueur d'anis,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Cognac et brandy,Cognac X.O.,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Alcool anisé,Pastis,3
Montérégie,Promenades Saint-Bruno,Spiritueux,Rhum,Rhum agricole,2
Montérégie,Promenades Saint-Bruno,Bière,Bière blonde,Bière lager,14
Montérégie,Promenades Saint-Bruno,Bière,Bière rousse,Bière ale,1
Montérégie,Promenades Saint-Bruno,Bière,Bière dorée,Bière ale,5
Montérégie,Promenades Saint-Bruno,Bière,Bière dorée,Bière spontanée,1
Montérégie,Promenades Saint-Bruno,Bière,Bière rouge,Bière spontanée,2
Montérégie,Promenades Saint-Bruno,Bière,Bière ambrée,Bière ale,2
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Liqueur d'herbe,3
Montérégie,Promenades Saint-Bruno,Bière,Bière noire,Bière ale,2
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto,Ruby,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Alcool anisé,Arak,1
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Banyuls,Banyuls,1
Montérégie,Promenades Saint-Bruno,Bière,Bière blonde,Bière ale,9
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto,Vintage,1
Montérégie,Promenades Saint-Bruno,Bière,Bière blanche,Bière ale,2
Montérégie,Promenades Saint-Bruno,Porto et vin fortifié,Porto,Tawny - 30 ans,1
Montérégie,Promenades Saint-Bruno,Bière,Bière brune,Bière ale,1
Montérégie,Promenades Saint-Bruno,Spiritueux,Liqueur et Crème,Liqueur de cacao ou de chocolat,1
Montérégie,Promenades Saint-Bruno,Bière,Bière jaune,Bière spontanée,1
Montréal,Dépôt Marché Central,Vin,Vin,Vin rouge,314
Montréal,Dépôt Marché Central,Spiritueux,Spiritueux,Scotch et whisky,23
Montréal,Dépôt Marché Central,Spiritueux,Spiritueux,Vodka,14
Montréal,Dépôt Marché Central,Vin,Vin,Vin blanc,166
Montréal,Dépôt Marché Central,Spiritueux,Spiritueux,Liqueur et Crème,30
Montréal,Dépôt Marché Central,Apéritif,Apéritif,Apéritif à base de gentiane,1
Montréal,Dépôt Marché Central,Spiritueux,Spiritueux,Rhum,17
Montréal,Dépôt Marché Central,Vin de dessert,Vin de dessert,,1
Montréal,Dépôt Marché Central,Spiritueux,Spiritueux,Gin,15
Montréal,Dépôt Marché Central,Vin,Vin,Vin rosé,17
Montréal,Dépôt Marché Central,Champagne et mousseux,Champagne et mousseux,Vin mousseux,20
Montréal,Dépôt Marché Central,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,7
Montréal,Dépôt Marché Central,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,12
Montréal,Dépôt Marché Central,Spiritueux,Spiritueux,Cognac et brandy,7
Montréal,Dépôt Marché Central,Porto et vin fortifié,Porto et vin fortifié,Porto,7
Montréal,Dépôt Marché Central,Champagne et mousseux,Champagne et mousseux,Champagne rosé,2
Montréal,Dépôt Marché Central,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,2
Montréal,Dépôt Marché Central,Cidre,Cidre,Cidre mousseux,4
Montréal,Dépôt Marché Central,Porto et vin fortifié,Porto et vin fortifié,Vermouth,3
Montréal,Dépôt Marché Central,Spiritueux,Spiritueux,Téquila,4
Montréal,Dépôt Marché Central,Champagne et mousseux,Champagne et mousseux,Champagne,7
Montréal,Dépôt Marché Central,Spiritueux,Spiritueux,Eau-de-vie,1
Montréal,Dépôt Marché Central,Spiritueux,Spiritueux,Alcool anisé,2
Montréal,Dépôt Marché Central,Apéritif,Apéritif,Apéritif à base de vin,2
Montréal,Dépôt Marché Central,Cidre,Cidre,Cidre traditionnel,1
Montréal,Dépôt Marché Central,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Montréal,Dépôt Marché Central,Bière,Bière,Bière blonde,3
Montréal,Dépôt Marché Central,Article non alcoolisé,Article non alcoolisé,Sac et emballage,2
Montréal,Dépôt Marché Central,Article non alcoolisé,Article non alcoolisé,Accessoires,1
Montréal,Dépôt Marché Central,Spiritueux,Scotch et whisky,Scotch single malt,6
Montréal,Dépôt Marché Central,Spiritueux,Vodka,Vodka,14
Montréal,Dépôt Marché Central,Spiritueux,Liqueur et Crème,Liqueur amère,2
Montréal,Dépôt Marché Central,Spiritueux,Liqueur et Crème,Crème,5
Montréal,Dépôt Marché Central,Spiritueux,Rhum,Rhum ambré,8
Montréal,Dépôt Marché Central,Spiritueux,Scotch et whisky,Scotch blended,8
Montréal,Dépôt Marché Central,Spiritueux,Gin,Dry gin,14
Montréal,Dépôt Marché Central,Spiritueux,Cognac et brandy,Calvados,1
Montréal,Dépôt Marché Central,Spiritueux,Scotch et whisky,Whiskey américain,2
Montréal,Dépôt Marché Central,Porto et vin fortifié,Porto,Porto blanc,1
Montréal,Dépôt Marché Central,Porto et vin fortifié,Porto,Tawny - 10 ans,2
Montréal,Dépôt Marché Central,Spiritueux,Scotch et whisky,Whisky canadien,5
Montréal,Dépôt Marché Central,Spiritueux,Rhum,Rhum épicé,3
Montréal,Dépôt Marché Central,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,2
Montréal,Dépôt Marché Central,Porto et vin fortifié,Vermouth,Vermouth rouge,2
Montréal,Dépôt Marché Central,Spiritueux,Liqueur et Crème,Liqueur,8
Montréal,Dépôt Marché Central,Spiritueux,Téquila,Téquila dorée,1
Montréal,Dépôt Marché Central,Spiritueux,Cognac et brandy,Brandy,5
Montréal,Dépôt Marché Central,Spiritueux,Liqueur et Crème,Liqueur de fruit,3
Montréal,Dépôt Marché Central,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,1
Montréal,Dépôt Marché Central,Spiritueux,Liqueur et Crème,Liqueur d'herbe,3
Montréal,Dépôt Marché Central,Spiritueux,Rhum,Rhum brun,2
Montréal,Dépôt Marché Central,Spiritueux,Scotch et whisky,Whiskey irlandais,2
Montréal,Dépôt Marché Central,Spiritueux,Liqueur et Crème,Boisson aux fruits,2
Montréal,Dépôt Marché Central,Spiritueux,Liqueur et Crème,Liqueur de menthe,2
Montréal,Dépôt Marché Central,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,1
Montréal,Dépôt Marché Central,Spiritueux,Eau-de-vie,Pisco,1
Montréal,Dépôt Marché Central,Porto et vin fortifié,Porto,Tawny,1
Montréal,Dépôt Marché Central,Spiritueux,Liqueur et Crème,Liqueur d'anis,1
Montréal,Dépôt Marché Central,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,1
Montréal,Dépôt Marché Central,Spiritueux,Alcool anisé,Pastis,1
Montréal,Dépôt Marché Central,Spiritueux,Rhum,Rhum agricole,1
Montréal,Dépôt Marché Central,Spiritueux,Gin,Dry gin aromatisé,1
Montréal,Dépôt Marché Central,Porto et vin fortifié,Porto,LBV,1
Montréal,Dépôt Marché Central,Porto et vin fortifié,Porto,Tawny - 20 ans,1
Montréal,Dépôt Marché Central,Spiritueux,Liqueur et Crème,Boisson alcoolisée,2
Montréal,Dépôt Marché Central,Spiritueux,Rhum,Rhum blanc,3
Montréal,Dépôt Marché Central,Spiritueux,Alcool anisé,Arak,1
Montréal,Dépôt Marché Central,Porto et vin fortifié,Porto,Porto rouge,1
Montréal,Dépôt Marché Central,Bière,Bière blonde,Bière lager,3
Montréal,Dépôt Marché Central,Porto et vin fortifié,Vermouth,Vermouth blanc,1
Lanaudière,Repentigny - Boul. Industriel,Vin,Vin,Vin rouge,366
Lanaudière,Repentigny - Boul. Industriel,Spiritueux,Spiritueux,Gin,59
Lanaudière,Repentigny - Boul. Industriel,Spiritueux,Spiritueux,Scotch et whisky,48
Lanaudière,Repentigny - Boul. Industriel,Spiritueux,Spiritueux,Vodka,34
Lanaudière,Repentigny - Boul. Industriel,Vin,Vin,Vin blanc,201
Lanaudière,Repentigny - Boul. Industriel,Spiritueux,Spiritueux,Liqueur et Crème,57
